ARG,ErmC,TEM-104,TEM-135,TEM-34,catA1,farA,farB,macA,macB,mtrA,mtrC,mtrD,mtrE,tet(M)
485_8506,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_851,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8511,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8512,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8513,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8514,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8515,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_8516,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8519,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_852,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8520,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8521,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8523,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8525,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8526,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8527,0,0,0,0,0,1,0,0,1,1,0,0,1,0
485_8528,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8529,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_853,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8530,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8531,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8532,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8533,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8534,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8535,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8536,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8537,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8538,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8539,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_854,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8540,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8541,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8542,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8543,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8544,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8545,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8546,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8547,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8548,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8549,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_855,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8550,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8551,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8552,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8553,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8554,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8555,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8556,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8557,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8558,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_856,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8560,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8563,0,0,0,0,0,1,0,1,1,1,1,1,1,0
485_8564,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8565,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8566,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8567,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8568,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8569,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_857,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8570,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_8571,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8572,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8574,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8575,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8576,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8578,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8579,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_858,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8580,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8581,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8582,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8583,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_8584,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8585,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8586,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8587,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8588,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8589,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_859,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8590,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8591,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8592,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8593,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8594,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8595,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8596,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8597,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8598,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8599,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_86,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_860,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8601,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8602,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8603,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8604,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8605,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8606,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8607,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8608,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8609,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_861,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8610,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8611,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8612,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8613,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8614,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8615,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8616,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8617,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8618,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8619,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_862,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8620,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8621,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8622,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8623,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8624,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_8625,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8626,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8627,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8628,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8629,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_863,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8630,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8631,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8632,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8633,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8634,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8635,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8636,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8637,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8638,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8639,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_864,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8640,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8641,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8642,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8643,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8644,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8645,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8646,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8647,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8648,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8649,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_865,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8650,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8651,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8652,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8653,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8654,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8656,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8657,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8658,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8659,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8660,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8661,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8662,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8663,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8664,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8665,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8666,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8667,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8668,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_8669,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_867,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8670,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8671,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8672,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8673,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8674,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8675,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8676,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8677,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8678,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8679,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_868,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8680,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8681,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8682,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8683,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8684,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8685,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8686,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8687,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8688,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_8689,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_869,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8690,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8691,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8692,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8693,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8694,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8695,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8696,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8697,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8698,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8699,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_87,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8700,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8701,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8702,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8703,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8704,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8705,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8706,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8707,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8708,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8709,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_871,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8710,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8711,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8712,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8713,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8714,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8715,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8716,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8717,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8718,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8719,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8720,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8721,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8722,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8723,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8724,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8725,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8726,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8727,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_8728,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8729,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_873,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8730,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8731,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8732,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8733,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8734,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8735,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8736,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8737,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8738,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8739,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8740,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8741,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8742,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8743,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8744,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8745,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8746,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8747,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8748,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8749,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8750,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8751,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8752,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8753,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8754,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8755,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8756,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8757,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8758,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8759,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8760,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8761,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8762,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8763,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8764,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8765,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8766,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8767,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8768,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8769,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8770,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8771,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8772,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8773,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8774,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8775,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8776,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8777,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8778,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8779,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8780,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8781,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8782,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8783,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8784,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8785,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8786,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8787,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8788,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8789,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8790,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8791,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8792,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8793,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8794,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8795,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8796,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8797,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8798,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8799,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_88,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8800,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8801,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8802,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8803,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8804,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8805,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8806,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8807,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8808,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8809,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8810,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8811,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8812,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8813,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8814,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8815,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8816,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8817,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8818,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8819,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8820,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8821,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8822,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8823,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8824,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8825,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8826,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8827,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8828,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8829,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8830,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8831,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8832,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8833,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8834,0,0,0,0,0,1,1,1,1,1,0,1,1,0
485_8835,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8836,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8837,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8838,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8839,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8840,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8841,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8842,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8843,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8844,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8845,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8846,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8847,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8848,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8849,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8850,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8851,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8852,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8853,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8854,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8856,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8857,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8858,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8859,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8860,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8861,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8862,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8863,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8864,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8865,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8866,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8867,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8868,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8869,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8870,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8871,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8872,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8873,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8874,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8875,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8876,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8877,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8878,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8879,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8881,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8882,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8883,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8884,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8885,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8886,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8887,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8889,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8890,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8891,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8892,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8893,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8894,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8895,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8896,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8897,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8898,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8899,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_89,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8900,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8901,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8902,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8903,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8904,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8905,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8906,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8907,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8908,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8909,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8910,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8911,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_8912,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_8913,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_8914,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8915,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_8916,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8917,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_8918,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8919,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8920,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_8921,0,0,0,0,0,1,0,1,1,1,0,1,1,0
