ARG,AAC(2')-Ic,CfxA,Erm(37),PC1_blaZ,Rv1877,Rv2856,TEM-116,blaC,efpA,mfpA,msrA,patB,vgaA
1733_1852,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1853,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1855,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1856,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1869,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1871,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1872,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1873,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1875,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1876,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1877,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1879,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1881,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1889,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1890,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1891,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1892,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1893,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1898,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1899,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1900,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1902,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1903,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1904,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1905,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1906,1,0,1,0,1,0,0,1,1,1,0,0,0
1733_1907,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1908,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1909,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1910,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1913,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1914,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1915,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1917,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1918,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1919,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1920,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1921,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1924,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1925,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1932,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1933,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1934,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1935,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1937,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1938,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1939,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1940,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1943,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1944,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1945,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1949,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1952,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1967,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1968,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1974,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1976,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1977,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1978,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1979,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1980,0,0,1,0,1,1,0,1,1,1,0,0,0
1733_1987,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1988,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1996,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_2005,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_2015,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_2017,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_2018,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_2019,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_2039,1,0,1,0,1,1,0,1,1,1,0,0,0
1765_408,1,0,1,0,1,1,0,1,1,1,0,0,0
1765_409,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1001,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1002,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1003,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1004,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1005,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1006,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1007,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1008,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1009,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1011,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1012,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1013,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1014,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1015,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1016,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1018,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1019,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1020,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1021,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1022,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1023,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1024,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1025,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1026,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1027,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1031,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1032,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1042,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1044,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1045,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1046,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1047,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1048,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1049,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1050,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1052,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1053,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1054,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1055,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1056,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1057,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1058,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1059,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1061,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1062,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1063,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1064,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1065,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1066,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1067,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1068,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1069,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1070,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1071,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1072,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1073,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1074,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1076,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1078,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1079,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1080,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1081,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1082,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1083,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1084,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1085,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1086,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1087,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1088,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1089,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1090,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1091,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1092,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1093,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1094,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1095,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1096,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1097,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1098,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1099,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1100,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1101,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1102,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1103,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1104,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1105,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1106,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1107,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1108,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1109,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1110,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1112,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1113,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1201,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1202,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1203,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1204,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1205,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1206,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1207,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1210,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1211,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1212,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1213,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1214,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1215,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1217,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1218,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1219,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1220,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1221,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1222,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1223,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1224,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1225,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1226,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1227,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1228,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1229,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1230,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1231,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1232,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1233,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1234,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1235,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1236,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1237,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1238,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1240,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1242,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1244,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1245,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1246,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1248,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1249,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1250,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1251,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1252,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1253,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1254,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1255,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1256,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1257,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1258,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1259,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1261,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1262,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1263,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1265,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1266,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1267,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1268,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1270,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1273,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1274,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1275,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1276,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1277,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1278,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1280,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1281,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1282,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1283,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1284,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1285,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1286,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1287,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1289,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1290,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1291,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1292,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1293,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1295,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1296,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1297,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1298,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1301,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1302,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1303,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1305,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1306,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1307,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1308,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1310,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1311,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1312,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1313,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1314,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1315,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1316,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1317,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1319,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1320,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1321,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1322,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1323,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1324,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1325,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1326,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1327,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1328,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1329,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1330,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1331,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1332,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1333,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1334,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1335,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1336,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1337,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1338,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1339,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1341,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1343,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1344,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1345,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1346,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1348,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1350,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1352,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1353,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1354,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1355,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1357,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1358,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1359,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1360,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1361,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1362,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1363,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1364,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1365,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1366,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1367,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1368,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1369,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1370,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1372,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1373,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1374,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1375,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1376,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1377,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1378,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1379,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1380,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1381,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1382,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1383,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1385,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1386,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1387,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1388,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1390,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1391,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1392,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1393,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1394,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1395,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1396,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1397,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1398,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1400,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1401,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1402,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1403,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1405,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1406,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1407,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1408,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1409,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1410,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1411,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1412,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1413,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1415,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1416,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1417,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1418,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1419,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1420,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1421,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1422,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1423,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1425,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1426,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1427,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1428,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1429,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1430,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1431,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1432,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1433,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1434,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1435,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1436,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1437,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1438,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1439,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1440,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1441,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1443,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1444,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1445,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1446,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1447,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1448,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1449,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1450,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1451,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1453,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1454,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1455,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1456,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1457,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1458,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1459,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1460,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1461,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1463,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1464,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1465,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1466,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1467,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1468,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1469,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1470,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1471,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1472,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14728,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14729,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1473,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14730,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14731,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14732,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14733,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14734,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14735,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14736,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14737,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14738,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14739,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1474,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14740,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14741,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14742,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14743,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14744,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14745,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14746,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14747,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14748,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14749,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1475,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14750,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14751,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14752,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14753,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14754,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14755,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14756,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14757,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14758,1,0,1,0,1,1,0,1,1,1,0,0,0
